id,source,text,image_path,clean_text
acc8e2ad,Twitter,In a direct response to the “brutal airstrikes by the Zionist regime and criminal America” on Iranian soil—including attacks on civilian and non-military locations—Iran’s Army announced it launched drone strikes early today on critical US and its allied assets in the region.,dataset/twitter_images/acc8e2ad.jpg,In a direct response to the “brutal airstrikes by the Zionist regime and criminal America” on Iranian soil—including attacks on civilian and non-military locations—Iran’s Army announced it launched drone strikes early today on critical US and its allied assets in the region.
b55f52a1,Twitter," WSJ: U.S. military commanders had proposed establishing bases in western Saudi Arabia to reduce vulnerability to Iranian missile and drone attacks, but the idea was never implemented due to a focus on the Pacific, Saudi reluctance and a lack of urgency.   Iranian strikes",dataset/twitter_images/b55f52a1.jpg,"WSJ: U.S. military commanders had proposed establishing bases in western Saudi Arabia to reduce vulnerability to Iranian missile and drone attacks, but the idea was never implemented due to a focus on the Pacific, Saudi reluctance and a lack of urgency. Iranian strikes"
eba1b920,Twitter,"A #Pakistani forces camp located in a college in the #Manguchar area of #Kalat was targeted in drone strikes, with positions reportedly hit. According to sources, five drones struck the military site.  #QahrBLA #Balochistan",dataset/twitter_images/eba1b920.jpg,"A #Pakistani forces camp located in a college in the #Manguchar area of #Kalat was targeted in drone strikes, with positions reportedly hit. According to sources, five drones struck the military site. #QahrBLA #Balochistan"
175f3110,Twitter, Iran's IRGC shot down a US drone over Qeshm Island.  But US strikes successfully destroyed a key desalination plant.   #Iran #US #Military #Breaking,dataset/twitter_images/175f3110.jpg,Iran's IRGC shot down a US drone over Qeshm Island. But US strikes successfully destroyed a key desalination plant. #Iran #US #Military #Breaking
ad229c13,Twitter,"Pakistani Forces Camp Targeted in Drone Strikes in Kalat  A Pakistani forces camp located in a college in the Manguchar area of Kalat was targeted in drone strikes, with positions reportedly hit. According to sources, five drones struck the military site.",dataset/twitter_images/ad229c13.jpg,"Pakistani Forces Camp Targeted in Drone Strikes in Kalat A Pakistani forces camp located in a college in the Manguchar area of Kalat was targeted in drone strikes, with positions reportedly hit. According to sources, five drones struck the military site."
fef6baab,Twitter,"Breaking News: Pakistani Forces Camp Targeted in Drone Strikes in Kalat  A Pakistani forces camp located in a college in the Manguchar area of Kalat was targeted in drone strikes, with positions reportedly hit. According to sources, five drones struck the military site.  This",dataset/twitter_images/fef6baab.jpg,"Breaking News: Pakistani Forces Camp Targeted in Drone Strikes in Kalat A Pakistani forces camp located in a college in the Manguchar area of Kalat was targeted in drone strikes, with positions reportedly hit. According to sources, five drones struck the military site. This"
556e9050,Twitter,Kuwait  spent decades as the Gulf’s most carefully neutral state and is now watching its international airport burn from drone strikes while simultaneously hosting US  military infrastructure that made it a target. The country that tried hardest to stay out of this conflict,dataset/twitter_images/556e9050.jpg,Kuwait spent decades as the Gulf’s most carefully neutral state and is now watching its international airport burn from drone strikes while simultaneously hosting US military infrastructure that made it a target. The country that tried hardest to stay out of this conflict
a40bb3bd,Twitter,"4/10  MULTIPLE TARGETS REPORTED Iranian reporting claims additional strikes on regional military-linked positions, including drone defense systems and early warning infrastructure across Gulf bases. The situation remains fluid.  #MiddleEast #GulfRegion",dataset/twitter_images/a40bb3bd.jpg,"4/10 MULTIPLE TARGETS REPORTED Iranian reporting claims additional strikes on regional military-linked positions, including drone defense systems and early warning infrastructure across Gulf bases. The situation remains fluid. #MiddleEast #GulfRegion"
122278f3,Twitter," Command-and-control centers, drone hangars, weapons support depots, and concealed facilities housing enemy military personnel and pilots were targeted by Iran’s 87th wave of missile strikes.",dataset/twitter_images/122278f3.jpg,"Command-and-control centers, drone hangars, weapons support depots, and concealed facilities housing enemy military personnel and pilots were targeted by Iran’s 87th wave of missile strikes."
94755596,Twitter,"U.S. forces are hammering #Iran underground military facilities with precision deep-penetrator munitions. #CENTCOM footage shows strikes on hardened bunkers and “missile cities” designed to protect missile stockpiles, drone bases, and command nodes from detection and attack.",dataset/twitter_images/94755596.jpg,"U.S. forces are hammering #Iran underground military facilities with precision deep-penetrator munitions. #CENTCOM footage shows strikes on hardened bunkers and “missile cities” designed to protect missile stockpiles, drone bases, and command nodes from detection and attack."
e7ca4365,Twitter,"Trump is weighing ending the Iran campaign without reopening the Strait of #Hormuz, as Iran continues steady missile and drone strikes despite US claims its military was “obliterated.” #IranWar Read more:  https:// facebook.com/kabulreporter",dataset/twitter_images/e7ca4365.jpg,"Trump is weighing ending the Iran campaign without reopening the Strait of #Hormuz, as Iran continues steady missile and drone strikes despite US claims its military was “obliterated.” #IranWar Read more: facebook.com/kabulreporter"
29cebc91,Twitter, BREAKING  A powerful explosion rocks a US military base in Erbil after reported suicide drone strikes.  Blasts heard across the area as air defenses respond amid escalating tensions.   Developing story.  #BreakingNews #Iraq #Erbil #USArmy #MiddleEast #Geopolitics:,dataset/twitter_images/29cebc91.jpg,BREAKING A powerful explosion rocks a US military base in Erbil after reported suicide drone strikes. Blasts heard across the area as air defenses respond amid escalating tensions. Developing story. #BreakingNews #Iraq #Erbil #USArmy #MiddleEast #Geopolitics:
947ba299,Twitter,"#Iran’s Army (Announcement No. 50) claims dawn drone strikes on tech & R&D infrastructure in #Haifa and #BenGurion Airport City, targeting facilities linked to #Siemens and AT&T, citing AI-driven military networking. Move signals growing focus on tech infrastructure in warfare.",dataset/twitter_images/947ba299.jpg,"#Iran’s Army (Announcement No. 50) claims dawn drone strikes on tech & R&D infrastructure in #Haifa and #BenGurion Airport City, targeting facilities linked to #Siemens and AT&T, citing AI-driven military networking. Move signals growing focus on tech infrastructure in warfare."
7f638a4a,Twitter,"Drone strikes hit former US military facilities in Syria. Meanwhile, a terrorist attack targeted our consulate in Ottawa. Significant global events unfolding. #WorldNews #Geopolitics",dataset/twitter_images/7f638a4a.jpg,"Drone strikes hit former US military facilities in Syria. Meanwhile, a terrorist attack targeted our consulate in Ottawa. Significant global events unfolding. #WorldNews #Geopolitics"
2b5c27e7,Twitter," US war against Iran hands China aluminum supremacy   On March 28, Iranian drone and missile strikes inflicted serious damage on two aluminum smelting plants in the UAE and Bahrain—facilities that the Islamic Revolutionary Guard Corps said were tied to US military and",dataset/twitter_images/2b5c27e7.jpg,"US war against Iran hands China aluminum supremacy On March 28, Iranian drone and missile strikes inflicted serious damage on two aluminum smelting plants in the UAE and Bahrain—facilities that the Islamic Revolutionary Guard Corps said were tied to US military and"
a96f13f0,Twitter," PRINCE SULTAN AIR BASE, SAUDI ARABIA: Iran claims to have conducted missile and drone strikes against a U.S. military installation. Reports indicate possible damage to military aircraft and at least 12 U.S. personnel injured, including two seriously. Attack is under",dataset/twitter_images/a96f13f0.jpg,"PRINCE SULTAN AIR BASE, SAUDI ARABIA: Iran claims to have conducted missile and drone strikes against a U.S. military installation. Reports indicate possible damage to military aircraft and at least 12 U.S. personnel injured, including two seriously. Attack is under"
01380214,Twitter," IRAN: U.S. military operations continue, with approximately 11,000 air strikes conducted since late February targeting missile and drone infrastructure. Additional ground forces deployed near Iranian borders. Ceasefire conditions linked to ballistic missile and nuclear program",dataset/twitter_images/01380214.jpg,"IRAN: U.S. military operations continue, with approximately 11,000 air strikes conducted since late February targeting missile and drone infrastructure. Additional ground forces deployed near Iranian borders. Ceasefire conditions linked to ballistic missile and nuclear program"
73e09204,Twitter," This video documents three Hizballah armed ""FPV"" multirotor drone strikes against Israeli military vehicles in southern Lebanon. On balance, I would say that all three attacks are reflective of an inexperienced operator(s). The first attack, against a Namer heavy APC,",dataset/twitter_images/73e09204.jpg,"This video documents three Hizballah armed ""FPV"" multirotor drone strikes against Israeli military vehicles in southern Lebanon. On balance, I would say that all three attacks are reflective of an inexperienced operator(s). The first attack, against a Namer heavy APC,"
4fde57b2,Twitter, Soldiers jumping off the roof before the drone strikes!  Some crazy shit is seen in the IDF'S released footage of strikes against Iranian military targets,dataset/twitter_images/4fde57b2.jpg,Soldiers jumping off the roof before the drone strikes! Some crazy shit is seen in the IDF'S released footage of strikes against Iranian military targets
ed0d99bf,Twitter,Iranian army claims drone strikes on Israeli-linked tech and telecom sites  Iran’s army said it launched drone attacks early Tuesday targeting what it described as Israeli military-linked industrial and communications facilities tied to Siemens and AT&T near Ben Gurion Airport,dataset/twitter_images/ed0d99bf.jpg,Iranian army claims drone strikes on Israeli-linked tech and telecom sites Iran’s army said it launched drone attacks early Tuesday targeting what it described as Israeli military-linked industrial and communications facilities tied to Siemens and AT&T near Ben Gurion Airport
dbfdce4c,Twitter, Iranian army claims drone strikes on Israeli-linked tech and telecom sites  Iran’s army said it launched drone attacks early Tuesday targeting what it described as Israeli military-linked industrial and communications facilities tied to Siemens and AT&T near Ben Gurion Airport,dataset/twitter_images/dbfdce4c.jpg,Iranian army claims drone strikes on Israeli-linked tech and telecom sites Iran’s army said it launched drone attacks early Tuesday targeting what it described as Israeli military-linked industrial and communications facilities tied to Siemens and AT&T near Ben Gurion Airport
7d64e5bf,Twitter,"Satellite imagery reveals the condition of a #US. #military base in #Kuwait before and after #Iranian missile and drone strikes, offering a rare visual assessment of impact. In modern conflicts, satellites often speak louder than statements.   #OSINT #MiddleEastNews",dataset/twitter_images/7d64e5bf.jpg,"Satellite imagery reveals the condition of a #US. #military base in #Kuwait before and after #Iranian missile and drone strikes, offering a rare visual assessment of impact. In modern conflicts, satellites often speak louder than statements. #OSINT #MiddleEastNews"
64912097,Twitter,Hezbollah claims kamikaze drone strikes on Israeli military vehicles along the Lebanon border.  See location:  https:// intelmapper.com/?event=2038991 712530382883 … #OSINT #IsraelPalestine #Geopolitics,dataset/twitter_images/64912097.jpg,Hezbollah claims kamikaze drone strikes on Israeli military vehicles along the Lebanon border. See location: intelmapper.com/?event=2038991 712530382883 … #OSINT #IsraelPalestine #Geopolitics
9ca4f301,Twitter,"U.S. Secretary of Defense Pete Hegseth said the coming days in the conflict with Iran will be decisive, as ongoing U.S. and Israeli strikes continue to erode Iran’s military strength. Speaking at a Pentagon briefing, he cited intelligence indicating a drop in missile and drone",dataset/twitter_images/9ca4f301.jpg,"U.S. Secretary of Defense Pete Hegseth said the coming days in the conflict with Iran will be decisive, as ongoing U.S. and Israeli strikes continue to erode Iran’s military strength. Speaking at a Pentagon briefing, he cited intelligence indicating a drop in missile and drone"
c7e6fb5d,Twitter,"Protecting Critical Infrastructure in the Age of Cyber Warfare | QIH Analysis  Cyber warfare is targeting critical infrastructure.  Energy, finance, and telecom systems are now strategic targets.  Security must be proactive, not reactive.  Ömer Akın, Founder of QIH",dataset/twitter_images/c7e6fb5d.jpg,"Protecting Critical Infrastructure in the Age of Cyber Warfare | QIH Analysis Cyber warfare is targeting critical infrastructure. Energy, finance, and telecom systems are now strategic targets. Security must be proactive, not reactive. Ömer Akın, Founder of QIH"
f4064ed0,Twitter,The first true infrastructure war won’t begin with a declaration. It will begin with subtle disruptions — until systems still running… are no longer under control.  Read Full briefing:  https:// medium.com/@mdkhan.crisk/ strategic-industrial-cyber-warfare-analysis-briefing-10-series-final-f95e8f7eec65 …  #cybersecurity,dataset/twitter_images/f4064ed0.jpg,The first true infrastructure war won’t begin with a declaration. It will begin with subtle disruptions — until systems still running… are no longer under control. Read Full briefing: medium.com/.crisk/ strategic-industrial-cyber-warfare-analysis-briefing-10-series-final-f95e8f7eec65 … #cybersecurity
b0c585e5,Twitter, BREAKING:  Iran’s IRGC claims responsibility for an attack on Oracle Corporation ($ORCL) data center in Dubai.  This is a major escalation in cyber & infrastructure warfare — and a direct signal that global tech infrastructure is now in the crossfire.   If confirmed: •,dataset/twitter_images/b0c585e5.jpg,BREAKING: Iran’s IRGC claims responsibility for an attack on Oracle Corporation ($ORCL) data center in Dubai. This is a major escalation in cyber & infrastructure warfare — and a direct signal that global tech infrastructure is now in the crossfire. If confirmed: •
4746eb19,Twitter,Cyber warfare isn’t just about hacking systems anymore. It’s about controlling time. Shift the clock… add milliseconds of delay… break synchronization— And everything still run but nothing runs together. That’s how modern infrastructure fails without a single obvious attack.,dataset/twitter_images/4746eb19.jpg,Cyber warfare isn’t just about hacking systems anymore. It’s about controlling time. Shift the clock… add milliseconds of delay… break synchronization— And everything still run but nothing runs together. That’s how modern infrastructure fails without a single obvious attack.
30042ea3,Twitter," BREAKING   Intel suggests  Iran has targeted Amazon servers in Bahrain — a major escalation in cyber &amp; infrastructure warfare.  If confirmed, this isn’t just a regional issue… It’s a global tech + market risk event.  • Cloud infrastructure under threat • Big Tech",dataset/twitter_images/30042ea3.jpg,"BREAKING Intel suggests Iran has targeted Amazon servers in Bahrain — a major escalation in cyber &amp; infrastructure warfare. If confirmed, this isn’t just a regional issue… It’s a global tech + market risk event. • Cloud infrastructure under threat • Big Tech"
a12ea280,Twitter,"Cyber experts warn of escalating supply chain attacks, hybrid warfare and coordinated operations rooms reshaping global digital risk and critical infrastructure security.  https:// mrf.lu/8y6x",dataset/twitter_images/a12ea280.jpg,"Cyber experts warn of escalating supply chain attacks, hybrid warfare and coordinated operations rooms reshaping global digital risk and critical infrastructure security. mrf.lu/8y6x"
8b976dd4,Twitter,The war didn’t pause the AI revolution. It weaponized it. Surveillance. Cyber warfare. Infrastructure control. The AI built to survive this decade won’t be built for you. Full breakdown    https:// open.substack.com/pub/cloudncapi tal/p/the-war-didnt-pause-the-ai-revolution?r=647wp6&utm_medium=ios …,dataset/twitter_images/8b976dd4.jpg,The war didn’t pause the AI revolution. It weaponized it. Surveillance. Cyber warfare. Infrastructure control. The AI built to survive this decade won’t be built for you. Full breakdown open.substack.com/pub/cloudncapi tal/p/the-war-didnt-pause-the-ai-revolution?r=647wp6&utm_medium=ios …
c5dd4e44,Twitter,"Cyber Warfare Cripples Infrastructure ​Beyond physical missiles, a massive ""digital war"" is underway. Both sides have reported major cyberattacks targeting electrical grids, water systems, and communication networks, leaving millions of civilians without basic services for hours",dataset/twitter_images/c5dd4e44.jpg,"Cyber Warfare Cripples Infrastructure ​Beyond physical missiles, a massive ""digital war"" is underway. Both sides have reported major cyberattacks targeting electrical grids, water systems, and communication networks, leaving millions of civilians without basic services for hours"
b8e12823,Twitter,"Poland saw 270,000 cyberattacks in 2025 - a 2.5x surge  Energy infrastructure targeted with data-wiping malware, not ransomware. Suspected actors: Sandworm / Dragonfly Cyber warfare is escalating. Are we ready? #Cybersecurity #ICS #ThreatIntel",dataset/twitter_images/b8e12823.jpg,"Poland saw 270,000 cyberattacks in 2025 - a 2.5x surge Energy infrastructure targeted with data-wiping malware, not ransomware. Suspected actors: Sandworm / Dragonfly Cyber warfare is escalating. Are we ready? #Cybersecurity #ICS #ThreatIntel"
ce8185cd,Twitter,#WATCH | Cyber warfare opens a new front in the Iran-Israel conflict as an alleged Iran-linked group claims to have accessed sensitive data on Israel’s power and water infrastructure. Threats of retaliatory strikes on critical systems escalate tensions after Donald Trump warned,dataset/twitter_images/ce8185cd.jpg,#WATCH | Cyber warfare opens a new front in the Iran-Israel conflict as an alleged Iran-linked group claims to have accessed sensitive data on Israel’s power and water infrastructure. Threats of retaliatory strikes on critical systems escalate tensions after Donald Trump warned
94422949,Twitter,"More than 200 government, military, and industry representatives joined the MDNG for a three-day cyber resilience workshop focused on protecting critical energy infrastructure. #AlwaysReadyAlwaysThere  :  https:// news.maryland.gov/ng/2026/03/20/ cyber-warfare-directorate-and-maryland-national-guard-join-forces-to-host-the-second-state-of-maryland-energy-critical-infrastructure-cyber-resilience-workshop/ …  :  https:// flickr.com/photos/mdng/al bums/72177720332641414 …",dataset/twitter_images/94422949.jpg,"More than 200 government, military, and industry representatives joined the MDNG for a three-day cyber resilience workshop focused on protecting critical energy infrastructure. #AlwaysReadyAlwaysThere : news.maryland.gov/ng/2026/03/20/ cyber-warfare-directorate-and-maryland-national-guard-join-forces-to-host-the-second-state-of-maryland-energy-critical-infrastructure-cyber-resilience-workshop/ … : flickr.com/photos/mdng/al bums/72177720332641414 …"
69844e85,Twitter,"Some infrastructure isn’t attacked not because it’s secure — but because retaliation would be catastrophic. In industrial cyber warfare, mutual vulnerability creates deterrence.  The most dangerous targets are often the ones no one dares to touch  #ot #ics #ai #cybersecurity",dataset/twitter_images/69844e85.jpg,"Some infrastructure isn’t attacked not because it’s secure — but because retaliation would be catastrophic. In industrial cyber warfare, mutual vulnerability creates deterrence. The most dangerous targets are often the ones no one dares to touch #ot #ics #ai #cybersecurity"
21c1c642,Twitter,"Every Fortune 500 CEO's nightmare: the Iran War and the Pandora's Box of AI cyber warfare | Nick Lichtenberg, Fortune  When U.S. and Israeli forces launched a sweeping air and sea campaign against Iran’s military infrastructure in late Feb. 2026, the missiles weren’t the only",dataset/twitter_images/21c1c642.jpg,"Every Fortune 500 CEO's nightmare: the Iran War and the Pandora's Box of AI cyber warfare | Nick Lichtenberg, Fortune When U.S. and Israeli forces launched a sweeping air and sea campaign against Iran’s military infrastructure in late Feb. 2026, the missiles weren’t the only"
f5033568,Twitter,"Five shifts now define modern warfare: cyber-first strikes, AI as a weapon, infrastructure targeting, time-bound cyber dominance, and cognition as the battlefield.  This is the new doctrine.  #AIWarfare #CyberSecurity #NationalSecurity #InfoWar",dataset/twitter_images/f5033568.jpg,"Five shifts now define modern warfare: cyber-first strikes, AI as a weapon, infrastructure targeting, time-bound cyber dominance, and cognition as the battlefield. This is the new doctrine. #AIWarfare #CyberSecurity #NationalSecurity #InfoWar"
4500b010,Twitter,"Iran’s retaliation is cyber-first: healthcare, finance, and critical infrastructure are now targets. This is asymmetric warfare at scale—and it is global. #CyberWar #CyberSecurity #ThreatIntel #NationalSecurity",dataset/twitter_images/4500b010.jpg,"Iran’s retaliation is cyber-first: healthcare, finance, and critical infrastructure are now targets. This is asymmetric warfare at scale—and it is global. #CyberWar #CyberSecurity #ThreatIntel #NationalSecurity"
fc892e80,Twitter," #BREAKING: Hacktivist group ""313 Team"" claims a massive DDoS attack against Microsoft 365 ( http:// Office.com).  Operations disrupted for millions as cyber-warfare targets key U.S. cloud infrastructure.   #CyberSecurity #Microsoft365 #DDoS #313Team #BreakingNews #USA",dataset/twitter_images/fc892e80.jpg,"#BREAKING: Hacktivist group ""313 Team"" claims a massive DDoS attack against Microsoft 365 ( Office.com). Operations disrupted for millions as cyber-warfare targets key U.S. cloud infrastructure. #CyberSecurity #Microsoft365 #DDoS #313Team #BreakingNews #USA"
b5653009,Twitter,"India is becoming a digital superpower — UPI, Aadhaar, and massive smartphone adoption. But the same infrastructure creates one of the world’s largest cyber attack surfaces. Are we ready for the next wave of cyber warfare? Or are we underestimating the scale of the threat? ",dataset/twitter_images/b5653009.jpg,"India is becoming a digital superpower — UPI, Aadhaar, and massive smartphone adoption. But the same infrastructure creates one of the world’s largest cyber attack surfaces. Are we ready for the next wave of cyber warfare? Or are we underestimating the scale of the threat?"
dae35ee5,Twitter,India’s cyber landscape is shifting from infrastructure attacks → identity warfare.Root Causes Behind Major Breaches Most cyber incidents trace back to: • Identity compromise • Human error  • Supply chain vulnerabilities • Cloud misconfiguration • Legacy systems,dataset/twitter_images/dae35ee5.jpg,India’s cyber landscape is shifting from infrastructure attacks → identity warfare.Root Causes Behind Major Breaches Most cyber incidents trace back to: • Identity compromise • Human error • Supply chain vulnerabilities • Cloud misconfiguration • Legacy systems
eb7ae0b4,Twitter,"Cyber warfare is becoming a central part of modern geopolitical conflict, with attacks increasingly targeting critical infrastructure alongside traditional military actions. According to Check Point Software, cyber operations are now closely tied to real world tensions and often",dataset/twitter_images/eb7ae0b4.jpg,"Cyber warfare is becoming a central part of modern geopolitical conflict, with attacks increasingly targeting critical infrastructure alongside traditional military actions. According to Check Point Software, cyber operations are now closely tied to real world tensions and often"
f8aa71a2,Twitter,"4.  Iran's control extends to soft power. Cultural exchanges with BRICS partners promote Persian influence, while media campaigns portray the U.S. as an imperial relic. Cyber capabilities target Western infrastructure, demonstrating asymmetrical warfare prowess.  This ascendancy",dataset/twitter_images/f8aa71a2.jpg,"4. Iran's control extends to soft power. Cultural exchanges with BRICS partners promote Persian influence, while media campaigns portray the U.S. as an imperial relic. Cyber capabilities target Western infrastructure, demonstrating asymmetrical warfare prowess. This ascendancy"
23be64d0,Twitter,"Must read. Warfare is no longer just physical. Cyber attacks on infrastructure, power grids, and financial systems are now strategic weapons.    https:// theinvestmentjournal.com/the-invisible- front-digital-war-just-became-as-lethal-as-physical-war/ …",dataset/twitter_images/23be64d0.jpg,"Must read. Warfare is no longer just physical. Cyber attacks on infrastructure, power grids, and financial systems are now strategic weapons. theinvestmentjournal.com/the-invisible- front-digital-war-just-became-as-lethal-as-physical-war/ …"
90147a2e,Twitter,"Don't blink: Is this the new cyber warfare playbook?  Iran's unprecedented attack on a major U.S. medical firm, $SYK, highlights critical infrastructure vulnerability.  Technical support levels are now in focus.",dataset/twitter_images/90147a2e.jpg,"Don't blink: Is this the new cyber warfare playbook? Iran's unprecedented attack on a major U.S. medical firm, $SYK, highlights critical infrastructure vulnerability. Technical support levels are now in focus."
e8ef2779,Twitter,"Thewar of2026has shaken the digital economy.Bitcoin,Ethereum and private cryptonetworks are now being utilized to fund the war effort. New methods of cyber warfare involve targetingbanks, crypto exchanges,andoil infrastructure,casting a grave shadow over globalfinancial security.",dataset/twitter_images/e8ef2779.jpg,"Thewar of2026has shaken the digital economy.Bitcoin,Ethereum and private cryptonetworks are now being utilized to fund the war effort. New methods of cyber warfare involve targetingbanks, crypto exchanges,andoil infrastructure,casting a grave shadow over globalfinancial security."
a6bdc2e5,Twitter,Cyber warfare is a critical component in modern conflicts. Russia's focus on Ukraine's critical infrastructure illustrates the devastating potential of digital attacks on physical systems. Stay informed about evolving threats. #CyberWarfare #UkraineConflict,dataset/twitter_images/a6bdc2e5.jpg,Cyber warfare is a critical component in modern conflicts. Russia's focus on Ukraine's critical infrastructure illustrates the devastating potential of digital attacks on physical systems. Stay informed about evolving threats. #CyberWarfare #UkraineConflict
644b8eb3,Twitter,"Logic Bombs: The Invisible Weapon of Cyber Warfare:  A logic bomb is a hidden piece of malicious code placed inside a computer system that stays dormant until a specific condition triggers it. Once activated, it can erase data, shut down systems, disrupt infrastructure, or open",dataset/twitter_images/644b8eb3.jpg,"Logic Bombs: The Invisible Weapon of Cyber Warfare: A logic bomb is a hidden piece of malicious code placed inside a computer system that stays dormant until a specific condition triggers it. Once activated, it can erase data, shut down systems, disrupt infrastructure, or open"
5634946a,Twitter,"Iran-linked hackers just targeted Stryker, a major U.S. medical device company  When hostile regimes start attacking the medical supply chain, it’s a direct strike on civilian infrastructure.  Iran knows it can’t match the U.S. militarily, so it’s turning to cyber warfare. This",dataset/twitter_images/5634946a.jpg,"Iran-linked hackers just targeted Stryker, a major U.S. medical device company When hostile regimes start attacking the medical supply chain, it’s a direct strike on civilian infrastructure. Iran knows it can’t match the U.S. militarily, so it’s turning to cyber warfare. This"
f8066a78,Twitter,"she repeatedly promised to give them weapons unconditionally, that's ""being behind them""  she kept promising to violate federal law for them! the Foreign Assistance Act prohibits military aid to countries who do things like blocking aid and murdering paramedics",dataset/twitter_images/f8066a78.jpg,"she repeatedly promised to give them weapons unconditionally, that's ""being behind them"" she kept promising to violate federal law for them! the Foreign Assistance Act prohibits military aid to countries who do things like blocking aid and murdering paramedics"
ed1deb12,Twitter,Israel was committing genocide. Harris repeatedly affirmed that she was going to give Israel military aid like weapons shipments even though she'd be violating the Foreign Assistance Act. She promised to sponsor the genocide.,dataset/twitter_images/ed1deb12.jpg,Israel was committing genocide. Harris repeatedly affirmed that she was going to give Israel military aid like weapons shipments even though she'd be violating the Foreign Assistance Act. She promised to sponsor the genocide.
b30566e7,Twitter,"No Ukraine funding in US budget  President’s budget request for FY2027 includes no provisions for military, financial, or humanitarian aid to Ukraine  The 92-page document does not mention ‘Ukraine’ once, with no plans for weapons, funding or additional support  MTodayNews",dataset/twitter_images/b30566e7.jpg,"No Ukraine funding in US budget President’s budget request for FY2027 includes no provisions for military, financial, or humanitarian aid to Ukraine The 92-page document does not mention ‘Ukraine’ once, with no plans for weapons, funding or additional support MTodayNews"
688fbac0,Twitter,"Get out of NATO. End Foreign Aid. STOP the Fraud.  Now, Rebuild the US Military. Stockpile Weapons.",dataset/twitter_images/688fbac0.jpg,"Get out of NATO. End Foreign Aid. STOP the Fraud. Now, Rebuild the US Military. Stockpile Weapons."
5c6e14ca,Twitter," SHOCK SHIFT in US priorities…  The 2027 US budget draft makes ZERO mention of Ukraine—no weapons, no aid, nothing!   Meanwhile, Donald Trump requests a RECORD $1.5 TRILLION military budget amid war tensions, while cutting domestic spending!",dataset/twitter_images/5c6e14ca.jpg,"SHOCK SHIFT in US priorities… The 2027 US budget draft makes ZERO mention of Ukraine—no weapons, no aid, nothing! Meanwhile, Donald Trump requests a RECORD $1.5 TRILLION military budget amid war tensions, while cutting domestic spending!"
77fedf03,Twitter,"BREAKING : AOC WITH THE NEW WAVE    US representative Alexandria: ""I will oppose all future US military aid to Israel, including funding for systems like Iron Dome.""  ""Netanyahu should finance his own weapons, not by Americans""",dataset/twitter_images/77fedf03.jpg,"BREAKING : AOC WITH THE NEW WAVE US representative Alexandria: ""I will oppose all future US military aid to Israel, including funding for systems like Iron Dome."" ""Netanyahu should finance his own weapons, not by Americans"""
a40944d5,Twitter,"NO MONEY FOR UKRAINE   President’s budget request for FY2027 includes no provision for military, financial, humanitarian aid to Ukraine  The 92-page document does not mention Ukraine with no plans for weapons, funding or support.  #NATO #Israel #TelAviv #Dubai #Trump #Iran",dataset/twitter_images/a40944d5.jpg,"NO MONEY FOR UKRAINE President’s budget request for FY2027 includes no provision for military, financial, humanitarian aid to Ukraine The 92-page document does not mention Ukraine with no plans for weapons, funding or support. #NATO #Israel #TelAviv #Dubai #Trump #Iran"
2e93a7e2,Twitter," No Ukraine funding in US budget  President’s budget request for FY2027 includes no provisions for military, financial, or humanitarian aid to Ukraine  The 92-page document does not mention ‘Ukraine’ once, with no plans for weapons, funding or additional support.",dataset/twitter_images/2e93a7e2.jpg,"No Ukraine funding in US budget President’s budget request for FY2027 includes no provisions for military, financial, or humanitarian aid to Ukraine The 92-page document does not mention ‘Ukraine’ once, with no plans for weapons, funding or additional support."
11ca86ee,Twitter,"No Ukraine funding in US budget  President’s budget request for FY2027 includes no provisions for military, financial, or humanitarian aid to Ukraine  The 92-page document does not mention ‘Ukraine’ once, with no plans for weapons, funding or additional support",dataset/twitter_images/11ca86ee.jpg,"No Ukraine funding in US budget President’s budget request for FY2027 includes no provisions for military, financial, or humanitarian aid to Ukraine The 92-page document does not mention ‘Ukraine’ once, with no plans for weapons, funding or additional support"
847fb196,Twitter,"AOC's statement this week that she would oppose all Israeli military aid, including so-called defensive weapons, is part of a shift from ambitious politicians wanting to gain favor from Democratic voters, writes Nathan Thompson.  https:// prospect.org/2026/04/03/dem ocratic-leaders-shift-away-from-israel-aoc/ …",dataset/twitter_images/847fb196.jpg,"AOC's statement this week that she would oppose all Israeli military aid, including so-called defensive weapons, is part of a shift from ambitious politicians wanting to gain favor from Democratic voters, writes Nathan Thompson. prospect.org/2026/04/03/dem ocratic-leaders-shift-away-from-israel-aoc/ …"
2849278f,Twitter,"Ro Khanna: “We need to say it was a genocide. We need to say there can be no military sales of weapons that kill civilians to Israel. We need to say we’re done with US aid, not a dollar more to Israel, a rich country, a first world country. They can buy for themselves. And we",dataset/twitter_images/2849278f.jpg,"Ro Khanna: “We need to say it was a genocide. We need to say there can be no military sales of weapons that kill civilians to Israel. We need to say we’re done with US aid, not a dollar more to Israel, a rich country, a first world country. They can buy for themselves. And we"
